# Iteration 48201, is_converged_ 1
# Heat flux: -0.786394
0 0 1
0 0.00714286 1
0 0.0142857 1
0 0.0214286 1
0 0.0285714 1
0 0.0357143 1
0 0.0428571 1
0 0.05 1
0 0.0571429 1
0 0.0642857 1
0 0.0714286 1
0 0.0785714 1
0 0.0857143 1
0 0.0928571 1
0 0.1 1
0 0.107143 1
0 0.114286 1
0 0.121429 1
0 0.128571 1
0 0.135714 1
0 0.142857 1
0 0.15 1
0 0.157143 1
0 0.164286 1
0 0.171429 1
0 0.178571 1
0 0.185714 1
0 0.192857 1
0 0.2 1
0 0.207143 1
0 0.214286 1
0 0.221429 1
0 0.228571 1
0 0.235714 1
0 0.242857 1
0 0.25 1
0 0.257143 1
0 0.264286 1
0 0.271429 1
0 0.278571 1
0 0.285714 1
0 0.292857 1
0 0.3 1
0 0.307143 1
0 0.314286 1
0 0.321429 1
0 0.328571 1
0 0.335714 1
0 0.342857 1
0 0.35 1
0 0.357143 1
0 0.364286 1
0 0.371429 1
0 0.378571 1
0 0.385714 1
0 0.392857 1
0 0.4 1
0 0.407143 1
0 0.414286 1
0 0.421429 1
0 0.428571 1
0 0.435714 1
0 0.442857 1
0 0.45 1
0 0.457143 1
0 0.464286 1
0 0.471429 1
0 0.478571 1
0 0.485714 1
0 0.492857 1
0 0.5 1
0 0.507143 1
0 0.514286 1
0 0.521429 1
0 0.528571 1
0 0.535714 1
0 0.542857 1
0 0.55 1
0 0.557143 1
0 0.564286 1
0 0.571429 1
0 0.578571 1
0 0.585714 1
0 0.592857 1
0 0.6 1
0 0.607143 1
0 0.614286 1
0 0.621429 1
0 0.628571 1
0 0.635714 1
0 0.642857 1
0 0.65 1
0 0.657143 1
0 0.664286 1
0 0.671429 1
0 0.678571 1
0 0.685714 1
0 0.692857 1
0 0.7 1
0 0.707143 1
0 0.714286 1
0 0.721429 1
0 0.728571 1
0 0.735714 1
0 0.742857 1
0 0.75 1
0 0.757143 1
0 0.764286 1
0 0.771429 1
0 0.778571 1
0 0.785714 1
0 0.792857 1
0 0.8 1
0 0.807143 1
0 0.814286 1
0 0.821429 1
0 0.828571 1
0 0.835714 1
0 0.842857 1
0 0.85 1
0 0.857143 1
0 0.864286 1
0 0.871429 1
0 0.878571 1
0 0.885714 1
0 0.892857 1
0 0.9 1
0 0.907143 1
0 0.914286 1
0 0.921429 1
0 0.928571 1
0 0.935714 1
0 0.942857 1
0 0.95 1
0 0.957143 1
0 0.964286 1
0 0.971429 1
0 0.978571 1
0 0.985714 1
0 0.992857 1

0.00714286 0 0.996347
0.00714286 0.00714286 0.996347
0.00714286 0.0142857 0.996346
0.00714286 0.0214286 0.996343
0.00714286 0.0285714 0.996339
0.00714286 0.0357143 0.996333
0.00714286 0.0428571 0.996326
0.00714286 0.05 0.996317
0.00714286 0.0571429 0.996307
0.00714286 0.0642857 0.996295
0.00714286 0.0714286 0.996282
0.00714286 0.0785714 0.996267
0.00714286 0.0857143 0.996252
0.00714286 0.0928571 0.996234
0.00714286 0.1 0.996216
0.00714286 0.107143 0.996196
0.00714286 0.114286 0.996174
0.00714286 0.121429 0.996152
0.00714286 0.128571 0.996128
0.00714286 0.135714 0.996102
0.00714286 0.142857 0.996076
0.00714286 0.15 0.996048
0.00714286 0.157143 0.996019
0.00714286 0.164286 0.995989
0.00714286 0.171429 0.995957
0.00714286 0.178571 0.995925
0.00714286 0.185714 0.995891
0.00714286 0.192857 0.995856
0.00714286 0.2 0.995821
0.00714286 0.207143 0.995784
0.00714286 0.214286 0.995746
0.00714286 0.221429 0.995707
0.00714286 0.228571 0.995668
0.00714286 0.235714 0.995627
